id,tweet,task_1,label
hasoc_en_682,number goes everyday dems still refuse anything trump trumpisatraitor gop maga,NOT,0
hasoc_en_683,newindia sir please something matter indian pride balidaanbadge dhonikeepstheglove,NOT,0
hasoc_en_684,doctors go strike working hours little children amp helpless patients dying doyourduty doctorsprotest doctorsfightback,NOT,0
hasoc_en_685,ready admit done tolerating fucktrump,NOT,0
hasoc_en_686,doctorsfightback 17junekabirbhandara worlds biggest bhandara massive blood donation drive pledges whole body donationdowry free ampintercast held 17th june 2019,NOT,0
hasoc_en_687,real potus44 worked americans fucktrump,NOT,0
hasoc_en_688,erin burnett calls fox news baseless biden claim resist resisttrump fucktrump,NOT,0
hasoc_en_689,opinion kavanaugh wants us know hes resist resisttrump fucktrump,NOT,0
hasoc_en_690,becoming increasingly difficult live live healthily westbengal doctorsfightback doctorsstrike savebengal,NOT,0
hasoc_en_691,hey wypipo heres another one let loose sheriff louisiana childmolester rapist blacktwitter,NOT,0
hasoc_en_692,shameonicc please give rain chennai,NOT,0
hasoc_en_693,see conservative party leadership candidate fitting description borisjohnsonshouldnotbepm putrorythrough,NOT,0
hasoc_en_694,bought like 10 things store bc shirt alone fucktrump,NOT,0
hasoc_en_695,yhink cricket run indian ppls money ecb wasting shameonicc,NOT,0
hasoc_en_696,cough would leave office said george stephanopoulos trump30hours impeachtrumpnow trumpisatraitor,NOT,0
hasoc_en_697,traitortrump thanks mitch traitormcconnell covering russia crimes trumpisatraitor,NOT,0
hasoc_en_698,semi functional one dying loneliness borisjohnsonshouldnotbepm gtto,NOT,0
hasoc_en_699,im surprised maybe doesnt want stick foot mouth like trump fucktrump fucktreason fuckbarr,NOT,0
hasoc_en_700,v srivatsa sr journalist statement icc issued talks reserved days couldnt made would make tournament long argument accept shameonicc,NOT,0
hasoc_en_701,hey doctorsagainstassualt imafraud partisan divisive guys like,NOT,0
hasoc_en_702,come bengal speak whatever language want seen lingual terrorism bangladesh independence war divisive politics work doctorstrike doctorsfightback,NOT,0
hasoc_en_703,facebook lawyer says users expectation privacy resist resisttrump fucktrump,NOT,0
hasoc_en_704,thats im saying give management ji manage anything shameonicc indvpak cwc19 full video click,NOT,0
hasoc_en_705,twitter tiny see algorithm work tweets food v politics v tech v lgbt issues seen discrete sets followers dont necessarily overlap maybe put fucktrump yummyfood gaystuff technerd tweets introduce everyone,NOT,0
hasoc_en_706,obstruction enter court records johnmccainday june16th fathersday happyfathersday happyjohnmccainday donaldjr trumpfascist trumpforprison impeachtrump impeachdonaldtrumpnow trumpistheenemyofthepeople theresistance trumpisnotabovethelaw trumpisatraitor,NOT,0
hasoc_en_707,future doctors politicians doctorsfightback,NOT,0
hasoc_en_708,uh trump behind every poll invited illegal foreign campaign interference national television yes going exactly plan trumpisatraitor,NOT,0
hasoc_en_709,retweet mustwatch budget2019 imranhataomulkbachao,NOT,0
hasoc_en_710,anti trump laser defense system defense perimeter around property anyone suspected magat immediately vaporized high powered laser leaves nothing behind red white magat hat fur fucktrump,NOT,0
hasoc_en_711,imagine suited prime minister united kingdom refuse scrutinisedjust think secondsounds little crazy doesnt itborisjohnsonshouldnotbepm,NOT,0
hasoc_en_712,trump blinding flipflop earlier comments trump said friday course would go fbi attorney general foreign power offered dirt opponent liarinchief trumpisatraitor trumpisadisgrace,NOT,0
hasoc_en_713,yea hamlin always deserves good walling douchebag amp everyone wants throw deegz good lay go figure,NOT,0
hasoc_en_714,suuuuuure ye dreamer rapist scumbag,NOT,0
hasoc_en_715,surprise union afterthought johnson borisjohnson borisjohnsonshouldnotbepm,NOT,0
hasoc_en_716,could thing matches find different way cancelled matches tri country cup worldcup shameonicc,NOT,0
hasoc_en_717,serious question bring burningringoffire fucktrump,NOT,0
hasoc_en_718,christopher really fancy dont chin like youre easy pickings meant politician well professional douchebag,NOT,0
hasoc_en_719,like tories contradicts time doesnt give crap think though may open eyes wavering tory supporters though lets hope toryleadershipcandidates notfittolead toryliar borisjohnsonshouldnotbepm,NOT,0
hasoc_en_720,remember time bragged sexually assaulting women trumpisasexualpredator trumpisamoron trumpisafraud trumpisatraitor trump2020 trump2020landslidebaby trump2020landslidevictory trumprussia trumpisatraitor trump,NOT,0
hasoc_en_721,sir please take imajewels imafraud case hand cbi plz counting,NOT,0
hasoc_en_722,billion cricket fans waited four years watch rains england shameonicc shameful,NOT,0
hasoc_en_723,gop obstructing stalling attempt immigration reform decades idea real reform policy whites poc welcome building wall waste time money trumpisatraitor trumpsworsethannixon,NOT,0
hasoc_en_724,dhonikeepstheglove dhoni lt colonel,NOT,0
hasoc_en_725,oj simpson bill cosby taking twitter rapist murderer mondaythoughts,NOT,0
hasoc_en_726,doctorsfightback asaulting patient party may hurt doctors directly involved case mamata hurt entire community doctors society unmindful response,NOT,0
hasoc_en_727,happy johnmccainday trumpisatraitor impeachtrumpnow,NOT,0
hasoc_en_728,tmc supporter deeply ashamed kolkata mayors daughter shabba hakim slams mamata banerjee alleging inaction silence protection doctors read doctorsfightback,NOT,0
hasoc_en_729,know kind man find really attractive kind man shouts faster bike passenger window driver videos handheld mobile phone said woman ever dickhead spaceforcycling,NOT,0
hasoc_en_730,actual presidential poll sliding 10 foot razor blade using balls brakes 42 trump 41 maga trump2020 poll dumbasses fucktrump,NOT,0
hasoc_en_731,ordinance provides constitution designated courts specified areas court headed judge rank district amp sessions judge additional district amp sessions judge instead setting court set sit imafraud,NOT,0
hasoc_en_732,currently unfollowing anyone find follows murderer sickandtwisted killer fuckoj,NOT,0
hasoc_en_733,oh look socialism farming conglomerates reap majority benefits totally desire upward accumulation funds never make people idiottrump corruptgop snakes potusignoramus,NOT,0
hasoc_en_734,using column morning promise tax cuts high earners would cost 96bn never mind spending things like supporting 45m children poverty helping record number families using food banks borisjohnsonshouldnotbepm,NOT,0
hasoc_en_735,doctorsfightback need treatment need safety thats demanding amp saying doctors charge much ist thing doctors owners hospital 2nd u feel charged u go courts 3rd hv studied 10 years cure,NOT,0
hasoc_en_736,arent still jail murderer,NOT,0
hasoc_en_737,ur damp cricket parks washed games also dumped morale players n fans across globe shameonicc,NOT,0
hasoc_en_738,cricket world cup 2019 follow tilltoss updates tilltoss fantasysports fantasyleague gamechangers dream instasport tilltoss fantasysports cricketworldcup2019 cwc2019 shameonicc indvnz cwc19 sharkfin slvaus saturdaymotivation,NOT,0
hasoc_en_739,understand fucktrump supporters arent sane begin,NOT,0
hasoc_en_740,also agrees chowkidar dhonikeepstheglove,NOT,0
hasoc_en_741,dont toil 5 yrs get beaten faults trend attacking doctors stopstandwithnrs savedoctors dont forget doctors humans whole fraternity stands united doctorsfightback,NOT,0
hasoc_en_742,fucktrump seriously,NOT,0
hasoc_en_743,really world cup plans mean guys dont even enough covers protect outfield rains focusing gloves msd shameonicc,NOT,0
hasoc_en_744,good luck tonight please knockout arrogant douchebag,NOT,0
hasoc_en_745,feel free brother india used 2 see stray dogs run cars simply barking amp nothing moreover moment car stops dogs runaway keeping tail know indvnz indvpak indvspak bcci dhonikeepstheglove pakistan,NOT,0
hasoc_en_746,watching see us fucktrump,NOT,0
hasoc_en_747,enact strict law protect doctors attacks doctorsfightback doctorsprotest doctorsstrike doctorsunderoppression kolkataviolence westbengalclashes,NOT,0
hasoc_en_748,play pakistan 16th june 2019 terrorists terroristnationpakistan kashmirallout pakvsindia indvspak,NOT,0
hasoc_en_749,texas pastor stephenbratton defended proposed bill criminalizing abortions accused molesting teenage relative years ofcourse rapist rape becausewhatbetterwaytohideyourdepravitythanwithhypocrisy,NOT,0
hasoc_en_750,dear iccworldcup2019 glance insufficient facilities hotels teams gym amp pools insufficient practice nets practice pitches tiring intercity traveling bus contingency planning rain affected matches iccworldcup icccricketworldcup shameonicc,NOT,0
hasoc_en_751,piers morgan total weapon unlikable human socceraid socceraid2019 soccer piersmorgan dickhead,NOT,0
hasoc_en_752,thebachelorette ok lukep needs go please oh please luke gives douchebag whole new meaning,NOT,0
hasoc_en_753,remember couple months ago trump jokingly fired sarahhuckabeesanders popular funny thing popular doesnt equate liked trumpisatraitor trumpliesmatter impeachtrumpnow,NOT,0
hasoc_en_754,pakvindcall developed country world call cricket national sport country yet cant cover grounds rains biggest cricket tournament world great choice cwc19 venue london shameonicc,NOT,0
hasoc_en_755,nirmala madam please check video take action tomorrow sucide infront cid officeif dont promise money back tgsfraud dreamzgkfrsud realestatelife imafraud,NOT,0
hasoc_en_756,icc conducting premium cricket tournament wet weather conditions england also lack reserve days indopak clash also doubt due weather shameonicc,NOT,0
hasoc_en_757,honer trumps birthday posting political posts one weekend total blackout trump weekend trumpboycott fucktrump impeachtrump impeach45 boycotttrump happybirthday trumpfreeday,NOT,0
hasoc_en_758,right dickhead free seats one feel free move personalspace,NOT,0
hasoc_en_759,quizmaster quiz ask moronic boss solve n behave doctorsfightback kolkata india,HOF,1
hasoc_en_760,causing market volatility market falling 2020 election thanks set american back wish obama still president impeachtrumpnow trumpisatraitor resist trumpresignnow,NOT,0
hasoc_en_761,isnt handler asking friend trumpisatraitor putinpuppet putinsgop,NOT,0
hasoc_en_762,man completely nailed mamata politics hypocrisy doctorsfightback,NOT,0
hasoc_en_763,fresh fact people follow excon ojsimpson exact people think hatehoaxcrime jussiesmollett puddinpop rapist billcosby innocent many lives hurtdestroyed men,NOT,0
hasoc_en_764,icc members planningshameonicc,NOT,0
hasoc_en_765,looked good last summer lol fucktrump,NOT,0
hasoc_en_766,christ cracker resist resistance theresistance ditchmitch ditchmitch2020 voteblue2020 votethemout votebluenomatterwho votebluetosaveamerica fucktrump trump white house defense kellyanne conways hatch act violations fooling one,NOT,0
hasoc_en_767,rt u ever said terroristnationpakistan,NOT,0
hasoc_en_768,doctorsfightback prime years doc drowned books amp wards able help others security amp dignity basic duty state worked jj hosp yearseven worst criminals convention violence hospital let alone attacking doctors,NOT,0
hasoc_en_769,doctorsfightback vs leecheefightback many competent doctors intelligent general class nonresereved bihar save babies,NOT,0
hasoc_en_770,1there proper facility gym hotel team india 2 players force traveling bus instead train 3 proper security team india shameonicc,NOT,0
hasoc_en_771,see republicans turned president compromised integrity dirt associated directly saying members congress take info foreign countries fucktrump proudamerican putinspresident,NOT,0
hasoc_en_772,apologies must getting caught wasnt paying attention fucktrump bluewave2020,NOT,0
hasoc_en_773,rationalizing treason idiotorange trumpisatraitor impeach45,NOT,0
hasoc_en_774,comes hotstepper murderer,NOT,0
hasoc_en_775,kolkata junior doctors nrs medical hospital continue strike fifth day violence doctors westbengal doctorsfightback,NOT,0
hasoc_en_776,intends hijack 4th july celebration dc turn celebration cant stop theres reason support either stay home celebrate 4th family friends neighbors fucktrump,NOT,0
hasoc_en_777,paisawapiskarchor thugsofpakistan feudal murderer mrtenpercent ok ans sirr e palace belong helped u murder ur wife u hide bibis knew u well thats kept u jail,NOT,0
hasoc_en_778,msdhoni honorary lt col hes belongs 106 infantry battalion ta para hes completed 1st para jump 15k feet wearing balidaanbadge gloves msdhoni shown love amp respect forces nationalpride dhonikeepstheglove,NOT,0
hasoc_en_779,dhonikeepstheglove hey icc forget gloves otherwise forget 80,NOT,0
hasoc_en_780,toryleadershipcontest back boris want job cabinet borisjohnsonshouldnotbepm,NOT,0
hasoc_en_781,trump amp campaign knew russians working get elected welcomed help planned messaging around russian release via wikileaks emails stolen dnc russians says would fucktrump,NOT,0
hasoc_en_782,keenly look wht gloves cannot properly plan tournament vch comes 4yrs cwc19 rainstopsmatch shameonicc,NOT,0
hasoc_en_783,tell someone gives shit murderer,NOT,0
hasoc_en_784,trump administration hold migrant children base served wwii japanese internment camp trump bordercrisis migration immigration repeating history huh jews next impeachtrump fakepresident fakepotus fucktrump,NOT,0
hasoc_en_785,kids go prison traffickers fucktrump fuckdrumpf endchildtraffickerseparation russia,NOT,0
hasoc_en_786,stand doctors fighting respect amp dignity save lives amp like soldiers ground strongly condemn attack goons politics doctorsagainstassualt doctorsfightback didivsdoctors,NOT,0
hasoc_en_787,sociopath person personality disorder manifesting extreme antisocial attitudes behavior lack conscience murderer person commits murder killer psycho,NOT,0
hasoc_en_788,shameonicc rain cup give cup england decision made,NOT,0
hasoc_en_789,dictatortrump defeatgopin2020 ditchmitch impeachmentinquirynow impeachmenthearingsnow traitortrump treasonoustraitortrump trumpisatraitor treasonoustrump treason every member team trump enabling treason via,NOT,0
hasoc_en_790,murderer concept im short comic hope like murderer sketch conceptart concept comic comicbookartist comicartist franplobato ipadpro procreate,NOT,0
hasoc_en_791,thank god twitter finally wait hear interesting things say said sarcastic voice possible fuckoj murderer ojsimpson jailbirds,NOT,0
hasoc_en_792,remain know hes bad couldnt win election hes atrocious remain tories trying hang dwindling influence borisorbust borisjohnsonshouldnotbepm borisjohnson boris,HOF,1
hasoc_en_793,ironic people still dont seem understand constitutes treason trumptreason trumpisatraitor,NOT,0
hasoc_en_794,west bengal state election last hope bengal else another kashmir india soon westbengal kolkata doctorsfightback mamtabanerjee communists,NOT,0
hasoc_en_795,said president cant call intelligence reports doesnt like fake news turn around expect us believe intelligence reports iran attacked oil ships nowarwithiran trumpisatraitor trump,NOT,0
hasoc_en_796,please boycott huawei boycotthuawei boycottchina uyghurgenocide,NOT,0
hasoc_en_797,drunk eh eric douchebag,NOT,0
hasoc_en_798,concentration camps hidden funny support israel wont denounce whats happening tornillo texas guess dont know whats happening state trumpisatraitor concentrationcamps traitortrump trumpconcentrationcamps trumpcrimefamily,NOT,0
hasoc_en_799,feel way support corruption cruelty f forever fucktrump,HOF,1
hasoc_en_800,referring rapist nicholasninow drostrapist,NOT,0
hasoc_en_801,toryleadershipdebate brexit brexit boris johnson borisjohnson borisjohnsonshouldnotbepm boris bullshit boris allowed open mouth derail campaign,HOF,1
hasoc_en_802,instead waiting another year two top secret biologist get together people going reward suffering loved ones vote douchebag,NOT,0
hasoc_en_803,religious practices cricket ground absolutely fine dare wear honour badge ltcol dhoni dare hypocrisy trend days isnt anyway keepthegolves dhoniwe loved themyour country amp stands dhonikeepstheglove,NOT,0
hasoc_en_804,nope broke law must suffer consequences choices dont crime cant time trumpcrimefamily trumpisatraitor impeachtrumpnow benedictdonald,NOT,0
hasoc_en_805,dhonikeepstheglove wrong decision dhoni gloves nowme nmy friends boycott cricjeting events nowwe leave watchin cricket,NOT,0
hasoc_en_806,sanders knew lying admitted sworn testimony trumpcrimefamily trumpisatraitor trumplieseverytimehespeaks 45isacriminal,NOT,0
hasoc_en_807,oye islamic cricket council aka ban thing watch video also stop eating lays chips time constructive work dhonikeeptheglove dhonikeepstheglove dhonikesaathdesh dhonigloves iccworldcup iccversusindia,NOT,0
hasoc_en_808,possible pls take pakistan could great leader ur tomatonation terroristnationpakistan,NOT,0
hasoc_en_809,democrats scrutinize exlobbyists role trumps arms sales gulf nations resist resisttrump fucktrump,NOT,0
hasoc_en_810,rockies manager douchebag,NOT,0
hasoc_en_811,employees turn back agriculture secretary relocated kansas city resist resisttrump fucktrump,NOT,0
hasoc_en_812,analysis fox news crosses line biden resist resisttrump fucktrump,NOT,0
hasoc_en_813,haha cling working mission congressmuktbharat,NOT,0
hasoc_en_814,vegan food always necessarily healthy vegan packaged food deadly meat bandwagon jumping gullible dickhead impossibleburger healthy processed processed vegan make food alkaline freshfood,NOT,0
hasoc_en_815,trump administration wants make harder transgender people access homeless shelters resist resisttrump fucktrump,NOT,0
hasoc_en_816,thought rain comes england select swimming first thanks god rain today england shameonicc engvwi,NOT,0
hasoc_en_817,wapo nra paid thousands board members services resist resisttrump fucktrump,NOT,0
hasoc_en_818,trumpisatraitor didnt already know,NOT,0
hasoc_en_819,isnt thing flying white house every day trumpbabyblimp fucktrump fuckallthetrumps fucktrumpsupporters,NOT,0
hasoc_en_820,king word salad fucktrump,NOT,0
hasoc_en_821,moron wen u talk india restrict u r self party think beyond party think beyond congress think poor people think developing india u congressmuktbharat,HOF,1
hasoc_en_822,curl 55lbs squat rack might douchebag,NOT,0
hasoc_en_823,hmmmmmm seems ironic hypocritical russianasset wh trumpisatraitor corruption trumpforprison,NOT,0
hasoc_en_824,driving sepulveda boulevard morning stop pull take picture fucktrump revok vannuys losangeles photography van nuys california,NOT,0
hasoc_en_825,hey donald alf called wants hair back fucktrump,NOT,0
hasoc_en_826,well dont resist fucktrump,NOT,0
hasoc_en_827,moroccan med student means dad fired professors fired basic rights taken government threatening doctorsunderoppression doctorsfightback sos,NOT,0
hasoc_en_828,shameonicc hope team win trophy performance win rainy dayrain fourth umpire,NOT,0
hasoc_en_829,icc shown petty mindset bcci shown spineless indians including dhoni sport symbol maybe tattoo next match dhonikeepstheglove,NOT,0
hasoc_en_830,lack ethic announcing foreign adversaries openness interference pretty much attack america open agenda bringbackhangingfortreason trumpisatraitor indicttrump,NOT,0
hasoc_en_831,imagine studying hard 10 years taking huge loans paying fees going village serve people profession demands respect doctors rights doctorsfightback,NOT,0
hasoc_en_832,2 years nothing gop support trump surprising disappointing surprising fucktrump nogop2020,NOT,0
hasoc_en_833,yet still know thats said lindseyhasthevapors fucktrump mccainiswaiting,NOT,0
hasoc_en_834,england india icc balidan dhonikeepstheglove,NOT,0
hasoc_en_835,try bot maga2020 fuckingtraitors trumpsupportersarefuckingmorons trumpisatraitor trumpsupportersaretraitors trumpsaninternationaldisgrace trumprussia fucktrump lockthemallup magas embarrassment country,NOT,0
hasoc_en_836,true indiansystem indinanlaw government interconnected otherand fear rapist murdererdont know direction newindia,NOT,0
hasoc_en_837,bojo noshow means hes nogo surely toryleadershipelection toryleadershipcontest borisjohnsonshouldnotbepm borisjohnson borisdoesnotrepresentme boris4pm rorystewart rory4leader governance channel4news ch4debate news,NOT,0
hasoc_en_838,happy john mccain day truehero johnmccainday trumpisatraitor,NOT,0
hasoc_en_839,epic trolling handle continue give us best humor days gloomy pathetic world cup rain winner shameonicc,NOT,0
hasoc_en_840,mr seems like law n order made mockery despicable dangerous time ne n evry rapist dealt punishment 2 remember wudnt dare hey aint rarest rare ryt sc shame,NOT,0
hasoc_en_841,liar like u u going leaving u 4 happens dickhead,HOF,1
hasoc_en_842,kidding know many fathers despise fear example worst man rapist shutthefuckup,NOT,0
hasoc_en_843,orange menace siding russia american institutions trumpisatraitor putinspuppet gopcomplicittraitors trumpisafraud trumplies impeachthemftraitor impeachdonaldtrump,NOT,0
hasoc_en_844,dhonikeepstheglove sports spirit game great love country,NOT,0
hasoc_en_845,fakedonaldtrump still feud mayor london seriously idiottrump petty disgusting failure human seems incapable letting anything go dumbasstrump impeachtrumpnow,HOF,1
hasoc_en_846,talking audacity doctorsfightback doctorsprotest doctorsstrike,NOT,0
hasoc_en_847,assault doctors murshidabad medical college savethedoctors doctorsstrike doctorsfightback,NOT,0
hasoc_en_848,doctors come roads protest brutality west bengal dictatorship challenged young rebels cause savebengal doctorsstrike doctorsfightback,NOT,0
hasoc_en_849,proves biggest hacker terroristnationpakistan,HOF,1
hasoc_en_850,ha 73 looks old trump trumpisatraitor johnmccaindayjune14th,NOT,0
hasoc_en_851,tax breaks rich eh boris never would guessed dickhead,NOT,0
hasoc_en_852,hang matt youve already downgraded promise indication paid tl pledge soon aspiration whatever itll never happen another johnson nonsense borisjohnsonshouldnotbepm,NOT,0
hasoc_en_853,boris johnsons nodeal brexit plan trigger early election top tories say attempt appease hardliners means coalition support leadership bid survive autumn borisjohnsonshouldnotbepm putittothepeople summerofresistance,NOT,0
hasoc_en_854,doctorsfightback bengal government trying protect obvious kins patient affected must hit doctor arrest till,NOT,0
hasoc_en_855,doctorsfightback sir doctors india demand justice brutal assault kolkata doctors response help raising voice,NOT,0
hasoc_en_856,made ok nazi fucktrump hope spends next birthday ones prison,NOT,0
hasoc_en_857,keep tweeting guys puppet pakistan shameonicc,NOT,0
hasoc_en_858,enough harassing still like unwelcome relative wont leave everyone lets know still stay please go promise youll alone johnmccainday trumpisatraitor collusion,NOT,0
hasoc_en_859,work hard try hardest save great doctor never wants bad result lost patient cry patients trust god decides get cured instrument doctorsfightback didivsdoctors doctorsprotest,NOT,0
hasoc_en_860,doctorsfightback good job doctors stay u,NOT,0
hasoc_en_861,piece paper mccarthy used waive around list known comunists fucktrump,NOT,0
hasoc_en_862,dhonikeepstheglove urge proud indian viewers ground display posters balidanbadge pak match jai hind,NOT,0
hasoc_en_863,doesnt mitch issues conflicts interest secoftransportation time impeachmentinquirynow trumpnatsecrisk trumpisatraitor trumpcolluded trumpobstructed indicttrump,NOT,0
hasoc_en_864,yes dhonikeepstheglove,NOT,0
hasoc_en_865,salute love nation soldiers proud dhoni continue wear gloves till lift world cup stand dhonikeepstheglove,NOT,0
hasoc_en_866,meghanmccain mystifies cohosts defending idiottrump bizarre ebola rant 1 fear life,NOT,0
hasoc_en_867,child embryo wow baby toddler toddler preschooler preschooler kindergartener kindergartener older child older child teenager hear stupid argument acorn oak tree murderer,NOT,0
hasoc_en_868,worst day lives coward ruining america ever since trumpistheenemyofthepeople trumpisafraud trumpisatraitor trumpisamoron trumpisanationalsecuritythreat trumpisacriminal trumpisnotabovethelaw,HOF,1
hasoc_en_869,great ive gotten several tickets show wipped ass burnt fucktrump,HOF,1
hasoc_en_870,well honestly tim martin think bojos advisor borisjohnsonshouldnotbepm,NOT,0
hasoc_en_871,nuf said fucktrump notmypresident liarinchief,NOT,0
hasoc_en_872,lie folks thats kushner saudi arabia much saudi arabia help stage boat taking bomb oil tanker iran nothing boltonisbehindit nomorewars impeachdonaldtrumpnow trumpisatraitor,NOT,0
hasoc_en_873,best johnmcainday day ever fucktrump fuckthegop fucktrumpsupporters,NOT,0
hasoc_en_874,demand justice twinkle sharma shame constitution rapist ko phasi,NOT,0
hasoc_en_875,say beijing2022 olympics china ccp genocide stopchina boycottchina stopgenocidechina tibet freetibet savetibet uyghur freeuyghur saveuyghur eastturkistan freedomforeastturkistan freemongolia freesouthmongolia,NOT,0
hasoc_en_876,worst cricket world cup experience shameonicc,NOT,0
hasoc_en_877,find nicoles killer yet rons murderer,NOT,0
hasoc_en_878,raining tomorrow cwc19 another washout sad shameonicc,NOT,0
hasoc_en_879,act worlds dominating cricket board least appeal requested play support jawans response cold time stand jawans dhonikeepstheglove,NOT,0
hasoc_en_880,doctors huge numbers protesting cm kolkata govt threatened doctors result nationwide protest began didivsdoctors westbengal doctorsfightback saturdaymotivation electionfacts doctorsprotest,NOT,0
hasoc_en_881,pete whatever trumps kind guy trumpisacheater trumpmustresign trumpisatraitor,NOT,0
hasoc_en_882,hope blocked dickhead,NOT,0
hasoc_en_883,man completely nailed mamata politics hypocrisy doctorsfightback,NOT,0
hasoc_en_884,truth trumpisatraitor cant wait seehiminhandcuffs,NOT,0
hasoc_en_885,also need address glaring gaps public health care system overseeing staffingfundingover working doctors iron issues doctorsprotest doctorsfightback,NOT,0
hasoc_en_886,unlike absolute real physical act treason trumptreason trumprussia trumpisatraitor trumptraitor,NOT,0
hasoc_en_887,trumpisatraitor said would listen foreign countries information opponents whattrueamericandoesthat,NOT,0
hasoc_en_888,oh dear god boris cannot even employ decent hair dresser charge appointing people key positions like defence blow dingy ready last person spoke foreign minister got additional time borisjohnsonshouldnotbepm,NOT,0
hasoc_en_889,mystery paradise suspicious deaths dominicanrepublic resorts lead american travelers cancel trips new york daily news serial murderers,NOT,0
hasoc_en_890,pakistan team praying rain sunday india baap rocks fathers day shameonicc,NOT,0
hasoc_en_891,thanks memories fucktrump,NOT,0
hasoc_en_892,latest pics coming uk early morning practice seasons players shameonicc,NOT,0
hasoc_en_893,dear please take cognizance offensive practice minor rapesurvivor family organise feast village victim family victimised rajgarh dist madhyapradesh need punish rapist important,NOT,0
hasoc_en_894,show ur patriotism ground pak indians happy wearing glove dont behave like politician win true salute martyer dhonikeepstheglove,NOT,0
hasoc_en_895,dhoni mr cool indian cricket forced remove gloves didnt say anything ambassador cricket entire nation behind decisions dhonikesaathdesh dhonikeepstheglove iccworldcup2019,NOT,0
hasoc_en_896,precollusion trumpisatraitor,NOT,0
hasoc_en_897,found old gem 2ndamendment bernie2020 trumpisatraitor gop democrats,NOT,0
hasoc_en_898,douchebag rebooted 1930s national democrat socialist workers party amp fakenews w comrads amp floating device presidential,NOT,0
hasoc_en_899,doctorsfightback core demand security including cctvs security personnel restricting entry improving patientdoctor relationship perhaps counselling centres cm apologise dr swati dr priyanshu resident doctors association aiims,NOT,0
hasoc_en_900,gavaskar sir proud son soldier served motherland defence lad personally feel put gloves sign army crest shame indiano true indian bare jaihind dhonikeepstheglove,NOT,0
hasoc_en_901,national john mccain day june14johnmccainday johnmccainday johnmccain fucktrump toilettrump,NOT,0
hasoc_en_902,boris hiding boris frightened rank amp file tory members fight ge hiding downing st wins bbcpapers skypapers toryleadershipcontest toryleadership borisjohnsonshouldnotbepm,NOT,0
hasoc_en_903,tomorrows match 70 chance washed shameonicc,NOT,0
hasoc_en_904,thanks followed promise follow back need get followed list culled im working thank patience trumpisatraitor,NOT,0
hasoc_en_905,cricnshow cricket world cup updates ind vs nz match calle shameonicc indvsnz cwc19,NOT,0
hasoc_en_906,na speaker directs immediate arrest murderer three real brothers appnews via,NOT,0
hasoc_en_907,say im going say many many people saying fucktrump didnt say im quoting people,NOT,0
hasoc_en_908,halsey pays tribute assaulted lesbian couple rips straight pride parade london concert resist resisttrump fucktrump,NOT,0
hasoc_en_909,duncan hunters wife pleads guilty conspiring husband use campaign funds personal use resist resisttrump fucktrump,NOT,0
hasoc_en_910,twitter researching whether allow white nationalists send racist tweets resist resisttrump fucktrump,NOT,0
hasoc_en_911,yuvarajsingh yuaraj singh replacement wold cup 2019 cwc19 iccworldcup2019 india icccricketworldcup2019 viratkohli dhonikeepstheglove bcci,NOT,0
hasoc_en_912,mps blindly support loser borisjohnsonshouldnotbepm without evidence ultimately face electorate think worth losing seats parties,NOT,0
hasoc_en_913,read everything dhonis army insignia gloves cricketworldcup dhoniatcwc19 dhonikeepstheglove dhonikesaathdesh dhonikeepbalidaanbadgeglove,NOT,0
hasoc_en_914,shameonicc icc want something fast result one meet yamdut worldcup2019,NOT,0
hasoc_en_915,imagine patriots keeping secrets reaching russia trumpisatraitor,NOT,0
hasoc_en_916,aiims delhi doctor continues protest bengal violence wearing helmet viral photo bengalburning doctorsfightback savebengal savethedoctors,NOT,0
hasoc_en_917,sequence events pic 1 mamata issuing ultimatum striking doctors end strike within 4 hours pic 2 seeks report pic 3 call doctorsfightback doctorstrike,NOT,0
hasoc_en_918,hp deskjet 1115 single function ink advantage printer rs2199 apply rs300 coupon mrp3318 doctorsfightback savebengal amazon flipkart deals dealoftheday amazingdeals offers discount jaishreeram modiforall,NOT,0
hasoc_en_919,vote johnson get james cleverly pmqs every week wheresboris borisjohnsonshouldnotbepm,NOT,0
hasoc_en_920,entire world know balidan symbol controversy msdhonigloves cwc19 dhonikeepstheglove india cricket gautamgambhir news,NOT,0
hasoc_en_921,puffed debate borisjohnsonshouldnotbepm,NOT,0
hasoc_en_922,looking desperately attention craves fuckoff shitbag dickhead,HOF,1
hasoc_en_923,dhonikeepstheglove,NOT,0
hasoc_en_924,susan wright murdered husband 2004 stabbed 193 times buried patio read truecrime blog killer murderer crime murder,NOT,0
hasoc_en_925,mp subhash chndra medical college doctor scheduled tribe community madhya pradesh beaten relatives patients wanted upper caste doctor doctorsfightback doctorsprotest,NOT,0
hasoc_en_926,support doctors movement violence time show unity fight physical violence doctors lets come together build healthy patientdoctor relationship treatusashumans savethesaviour doctorsfightback standwithnrs savedoctors,NOT,0
hasoc_en_927,indiawithdhoni also india wear boycott nation first concept want dhonikeeptheglove dhonikeepstheglove dhoni dhonikesaathdesh dhonikesathdesh go f,NOT,0
hasoc_en_928,happened attackers arrested attempt murder doctorsfightback,NOT,0
hasoc_en_929,oh dont know know fucktrump amp thisadministration,NOT,0
hasoc_en_930,dhonikeepstheglove r proud u msd,NOT,0
